HR,Name,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType
1514,,,71.68499999999999,40.312777777777775,5.97,0.93,"  G9III"
1515,,,72.02916666666665,55.60249999999999,6.26,,"  F0"
1516,"   Lam Pic",,70.69333333333333,-50.48138888888888,5.31,0.98,"  K0-1III"
1517,,,71.57,18.734999999999996,6.01,1.21,"  K4III"
1518,,,70.93416666666666,-41.064722222222215,6.25,1.46,"  K3-4III"
1519,,,71.50708333333333,11.705555555555554,5.37,0.19,"  A2m"
1520," 57Mu  Eri",,71.37541666666665,-3.2547222222222216,4.02,-0.15,"  B5IV"
1521,,,71.26749999999998,-21.283611111111107,5.72,1.47," gK2"
1522,,,71.60041666666666,-2.954444444444444,6.33,0.04,"  A2V"
1523,,,75.08624999999999,81.19388888888888,5.07,1.28,"  K3III"
1524,,,71.45666666666666,-34.004999999999995,6.86,0.0,"  A0V"
1525,,,71.60749999999999,-28.087499999999995,6.19,0.19,"  A3IV"
1526,,,71.48083333333332,-39.35666666666666,6.05,1.07,"  K1III"
1527,,,73.02166666666666,63.50527777777777,5.44,1.57,"  M3IIIab"
1528,,,72.32916666666665,32.58833333333333,5.86,0.24,"  A8m"
1529,,,72.30333333333333,31.437222222222218,5.58,1.12,"  K2III"
1530,"   Kap Dor",Var,71.08791666666666,-59.73277777777777,5.27,0.2,"  A8-9III-IV"
1531,,,69.59041666666666,-77.6561111111111,6.05,1.1,"  K2III"
1532," 58    Eri",,71.90124999999999,-16.93444444444444,5.51,0.63,"  G2.5V"
1533,,,72.47749999999999,37.48833333333333,4.88,1.44,"  K3.5IIIBa0.2:"
1534,,,72.18583333333332,3.588333333333333,6.03,1.19,"  K1III"
1535,,,72.78875,48.74083333333333,5.66,0.99,"  G9III"
1536,,,72.15124999999999,-5.6738888888888885,5.78,0.62,"  F8V"
1537," 96    Tau",,72.43374999999999,15.904166666666665,6.08,1.6," gK3"
1538," 59    Eri",,72.13541666666666,-16.32944444444444,5.77,0.55,"  F6V"
1539,"   Zet Cae",,71.95666666666666,-30.020277777777775,6.37,1.07,"  K1IV"
1540,," 1718",71.24125,-63.229722222222215,6.46,1.08,"  K0-1III"
1541,"   Mu  Men",,70.76624999999999,-70.93111111111111,5.54,-0.12,"  B8II-IIISi:"
1542,"  9Alp Cam",,73.51249999999999,66.34277777777777,4.29,0.03,"  O9.5Ia"
1543,"  1Pi 3Ori"," 1731",72.46,6.961388888888888,3.19,0.45,"  F6V"
1544,"  2Pi 2Ori",,72.65291666666666,8.900277777777777,4.36,0.01,"  A1Vn"
1545,,,72.42583333333333,-13.76972222222222,6.26,0.44,"  F5V"
1546,,,73.29083333333332,52.84083333333333,6.41,,"  A2V"
1547," 97    Tau",V480 Tau,72.84374999999999,18.83972222222222,5.1,0.21,"  A7IV-V"
1548,,,72.14083333333332,-43.98,6.72,0.95,"  G8III"
1549," 60    Eri"," 1740",72.54833333333332,-16.21722222222222,5.03,0.98,"  K0III"
1550,,,73.19916666666666,42.58666666666666,5.71,0.11,"  A3III"
1551,"  2    Aur",,73.15833333333332,36.70305555555555,4.78,1.41,"  K2.5IIIbBa0.4"
1552,"  3Pi 4Ori"," 1742",72.80166666666666,5.6049999999999995,3.69,-0.17,"  B2III+B2IV"
1553,,,72.93083333333333,9.974999999999998,6.11,0.08,"  B5V"
1554,,,73.19624999999999,27.897499999999997,5.97,0.37,"  F2IV"
1555,"  5    Cam",,73.76291666666665,55.25916666666666,5.52,0.04,"  B9.5V"
1556,"  4Omi1Ori",Omi1 Ori,73.13333333333333,14.250555555555554,4.74,1.84,"  S3.5/1-"
1557,,,72.5675,-41.320833333333326,6.07,0.37,"  F2-3V"
1558,,,73.71374999999999,44.06083333333333,6.08,-0.02,"  A0V"
1559,,,72.86749999999999,-34.906388888888884,5.86,0.08,"  A1Vn"
1560," 61Ome Eri",,73.22375,-5.4527777777777775,4.39,0.25,"  F4III+A6III"
1561,,,74.02958333333332,52.86944444444444,5.75,0.11,"  A2V s"
1562,"  5    Ori"," 1755",73.34499999999998,2.508055555555555,5.33,1.64,"  M1III"
1563,"   Iot Pic",,72.72999999999999,-53.461388888888884,5.61,0.33,"  F0IV"
1564,"   Iot Pic",,72.73458333333332,-53.45972222222222,6.42,,"  F4V:"
1565,,,73.48249999999999,1.5694444444444442,6.61,0.04,"  A1Vn"
1566,,,73.74291666666666,19.485277777777775,6.37,0.29,"  F3IV"
1567,"  8Pi 5Ori",Pi5 Ori,73.56291666666665,2.440555555555555,3.72,-0.18,"  B3III+B0V"
1568,"  7    Cam",,74.32166666666666,53.752222222222215,4.47,-0.02,"  A1V"
1569,"  6    Ori",,73.69541666666666,11.42611111111111,5.19,0.12,"  A3V"
1570,"  7Pi 1Ori",,73.72416666666666,10.150833333333331,4.65,0.09,"  A0Vp"
1571,," 1763",73.69916666666666,7.779166666666666,5.33,1.22," gK1"
1572,,,75.58375,74.26916666666666,6.06,1.57,"  K5III"
1573,,,74.08291666666666,36.16888888888889,6.07,0.41,"  B2Ib"
1574,,,73.71124999999999,0.4674999999999999,5.99,-0.12,"  B5V"
1575,,,74.06499999999998,24.59222222222222,6.37,0.33,"  F0"
1576,,,73.95958333333333,15.039999999999997,5.81,-0.08,"  B9V"
1577,"  3Iot Aur"," 1778",74.24833333333332,33.16611111111111,2.69,1.53,"  K3II"
1578,,,73.99333333333333,5.399166666666666,6.5,0.02,"  A0V"
1579,,,73.77833333333332,-16.740555555555552,5.7,0.96," gG9"
1580,"  9Omi2Ori",,74.09291666666665,13.514444444444443,4.07,1.15,"  K2-IIIFe-1"
1581,,R Eri,73.82749999999999,-16.417777777777776,5.72,0.88," gG4"
1582," 62    Eri",,74.10083333333333,-5.171388888888888,5.51,-0.13,"  B6V"
1583,,,73.87583333333332,-25.727777777777774,6.72,0.27,"  F0-2III"
1584,,,73.72833333333332,-39.628611111111105,6.1,1.42,"  K3III"
1585,,,74.34291666666665,17.153611111111108,5.48,1.31," gK1"
1586," 99    Tau",,74.45291666666665,23.94861111111111,5.79,1.11," gG8"
1587,,,76.05416666666666,73.76388888888889,6.66,,"  K0"
1588,"  8    Cam",,74.94291666666666,53.15555555555555,6.08,1.46,"  K4III"
1589,,,76.16583333333332,74.06694444444443,5.96,,"  A1V"
1590," 98    Tau",,74.53916666666666,25.050277777777776,5.81,0.0,"  A0V"
1591,,,74.32166666666666,-1.067222222222222,6.23,0.42,"  F2"
1592,"  4Ome Aur",,74.81416666666665,37.890277777777776,4.94,0.04,"  A1V"
1593,,,75.39958333333333,61.07805555555555,6.03,0.41,"  F4V"
1594,,,75.71,66.82277777777777,6.19,0.48," dF6"
1595,,,74.43666666666665,-14.231388888888887,6.15,-0.21,"  B1V"
1596,,,74.54499999999999,-2.2125,6.35,0.1,"  A2V"
1597,,,73.72083333333332,-58.54722222222222,6.12,0.44,"  F3V"
1598,," 1777",73.37708333333332,-66.67555555555555,6.41,1.63,"  M0-1III"
1599,"  5    Aur",,75.07624999999999,39.394722222222214,5.95,0.41,"  F5V"
1600,," 1788",74.74749999999999,14.542777777777776,6.09,0.04,"  B7V"
1601," 10Pi 6Ori"," 1786",74.63708333333332,1.7141666666666664,4.47,1.4,"  K2-II"
1602,"  6    Aur",,75.09666666666666,39.654999999999994,6.58,,"  K4I"
1603," 10Bet Cam",,75.85458333333332,60.44222222222221,4.03,0.92,"  G1Ib-IIa"
1604,," 1793",74.75541666666666,-16.375833333333333,5.66,0.43,"  F3V+F9V"
1605,"  7Eps Aur",Eps Aur,75.49208333333333,43.82333333333333,2.99,0.54,"  F0Iae+B"
1606,,,73.27291666666666,-72.40749999999998,6.28,0.52,"  F6V"
1607,,R Lep,74.90208333333332,-14.805833333333332,7.71,5.74,"  C6IIe"
1608," 63    Eri",,74.96,-10.263333333333332,5.38,0.8,"  G4V"
1609,," 1800",75.13583333333332,3.615277777777777,7.03,,"  B9Vn"
1610,," 1800",75.14124999999999,3.6161111111111106,6.66,-0.07,"  B9Vn"
1611," 64    Eri",S Eri,74.98249999999999,-12.537499999999998,4.79,0.26,"  F0IV"
1612,"  8Zet Aur",Zet Aur,75.61958333333332,41.07583333333333,3.75,1.22,"  K4II+B8V"
1613,,,75.16583333333332,-2.065555555555555,6.32,0.28,"  A8IV"
1614,,,75.20416666666665,-5.753333333333333,6.22,1.06,"  K3V"
1615,," 1810",75.82749999999999,41.44166666666666,6.14,0.16,"  A2IIIShell?"
1616,,,82.94999999999999,85.9386111111111,6.51,0.32,"  A5m"
1617," 65Psi Eri",,75.35958333333332,-7.173888888888888,4.81,-0.19,"  B3V"
1618,," 1806",75.45958333333333,0.7222222222222221,5.92,1.27,"  K0"
1619,,,75.49999999999999,1.6088888888888886,6.24,-0.04,"  B8V"
1620,102Iot Tau,,75.77374999999999,21.589999999999996,4.64,0.16,"  A7V"
1621,,,75.35666666666665,-20.05194444444444,4.91,-0.05,"  B9.5Vn"
1622," 11    Cam",BV Cam,76.53541666666666,58.97249999999999,5.08,-0.08,"  B2.5Ve"
1623," 12    Cam",BM Cam,76.55083333333333,59.021111111111104,6.08,1.12,"  K0III"
1624,,,76.62374999999999,61.169999999999995,6.04,1.37,"  K5II"
1625,,,75.68958333333332,-4.209722222222221,5.85,1.21,"  K3"
1626,,,76.06041666666665,30.49472222222222,6.14,1.21,"  K0II-III"
1627,,,76.15374999999999,32.320277777777775,6.62,0.27,"  A4m"
1628,,,75.54083333333332,-26.274999999999995,5.02,1.07,"  K1III"
1629,"   Eta Men",,73.79666666666665,-74.93694444444444,5.47,1.52,"  K4III"
1630,,,76.59166666666665,54.40583333333333,7.24,,"  G5"
1631,,,75.39375,-39.71805555555555,6.03,0.88,"  G5III"
1632,,,76.15791666666665,27.696111111111108,6.6,0.24,"  F0III"
1633,,,76.08999999999999,21.278055555555554,6.19,1.32,"  K0"
1634,"  1    Lep",,75.68708333333332,-22.794999999999998,5.75,1.2,"  K1IV"
1635,,,75.59499999999998,-31.771388888888886,5.94,1.17,"  G8III"
1636,,,77.40291666666666,69.63944444444444,6.41,1.11,"  K1III"
1637,"  9    Aur",,76.66916666666665,51.59777777777777,5.0,0.33,"  F0V"
1638," 11    Ori",V1032 Ori,76.14208333333332,15.404166666666665,4.68,-0.06,"  A0pSi"
1639,,,76.50375,35.936388888888885,6.52,0.16,"  A5V"
1640,,,75.96666666666665,-14.369444444444442,6.41,-0.18,"  B2.5IV"
1641," 10Eta Aur"," 1822",76.62875,41.23444444444444,3.17,-0.18,"  B3V"
1642,,,76.38374999999999,19.806388888888886,6.44,0.21,"  A5m"
1643,,BN Cam,78.09333333333332,73.94666666666666,5.43,-0.12,"  B9pSi"
1644,,,76.70666666666666,43.174722222222215,6.2,0.43,"  F2IIp:"
1645,,,75.97208333333333,-24.387777777777774,5.61,0.1,"  A3m"
1646,,,76.22708333333333,-3.0397222222222218,6.05,-0.11,"  B5IV"
1647,,,77.43541666666665,64.91944444444444,6.41,0.4,"  F6V"
1648,,W Ori,76.34875,1.1774999999999998,6.17,3.45,"  C6II"
1649,"   Eta1Pic",,75.70249999999999,-49.15138888888888,5.38,0.42,"  F2V"
1650,," 1854",78.64833333333333,76.47277777777776,6.37,-0.02,"  A0V"
1651,,,75.975,-41.745,6.31,0.53,"  F8V"
1652,"   Gam1Cae",Var?,76.10166666666666,-35.48333333333333,4.55,1.2,"  K3III"
1653,"   Gam2Cae",X Cae,76.10874999999999,-35.70527777777777,6.34,0.3,"  F1III"
1654,"  2Eps Lep"," 1826",76.36541666666666,-22.37111111111111,3.19,1.46,"  K5III"
1655,,,76.3175,-26.152499999999996,5.73,1.17,"  K2III"
1656,104    Tau,,76.8625,18.644999999999996,5.0,0.65,"  G4V"
1657," 66    Eri"," 1831",76.69041666666665,-4.654999999999999,5.12,-0.06,"  B9V+A1V"
1658,106    Tau,,76.95166666666665,20.41833333333333,5.3,0.09,"  A5V"
1659,103    Tau,,77.02749999999999,24.265277777777776,5.5,0.06,"  B2V"
1660,105    Tau,,76.98124999999999,21.70472222222222,5.89,0.19,"  B2Ve"
1661,,,76.65291666666666,-13.121944444444443,6.05,-0.06,"  A0V"
1662," 13    Ori",,76.90958333333333,9.471944444444443,6.17,0.62,"  G1IV"
1663,"   Eta2Pic"," 1827",76.24166666666666,-49.57777777777777,5.03,1.49,"  K5III"
1664," 14    Ori",,76.97041666666665,8.498333333333333,5.34,0.33,"  Am"
1665,,,76.85416666666666,-12.490555555555554,5.97,0.6,"  F7V"
1666," 67Bet Eri"," 1841",76.96249999999999,-5.086388888888888,2.79,0.13,"  A3III"
1667,,,76.25249999999998,-54.40749999999999,6.27,1.54,"  M2III"
1668,,,77.67875,46.962222222222216,5.68,0.42,"  F5V"
1669,,,77.57874999999999,37.30194444444444,6.02,0.72,"  K3:+B2II:"
1670,,,77.43791666666665,28.03055555555555,6.01,0.27,"  A5m"
1671,,,77.08416666666666,-8.665,5.78,-0.06,"  B8V"
1672," 16    Ori"," 1849",77.33166666666666,9.829444444444443,5.43,0.24,"  A2m"
1673," 68    Eri",,77.18166666666666,-4.4561111111111105,5.12,0.44,"  F2V"
1674,"   Zet Dor",,76.37749999999998,-57.47277777777777,4.72,0.52,"  F7V"
1675,,,78.26333333333332,61.849999999999994,6.17,0.02,"  A2III"
1676," 15    Ori",,77.42499999999998,15.59722222222222,4.82,0.32,"  F2IV"
1677,"   Bet Men",,75.67916666666666,-71.31444444444443,5.31,1.0,"  G8III"
1678," 14    Cam",,78.38041666666666,62.69138888888888,6.5,0.21,"  A7Vn"
1679," 69Lam Eri",Lam Eri,77.28666666666666,-8.754166666666665,4.27,-0.19,"  B2IVne"
1680,,,77.06166666666665,-35.71833333333333,6.52,1.08,"  K1III"
1681,,,77.51333333333332,-0.5652777777777777,6.1,1.1,"  K0III"
1682,,,75.05499999999999,-78.30027777777777,6.29,1.51,"  K5-M0III"
1683,,,79.55541666666666,73.26805555555555,5.74,,"  A0V"
1684,,,77.92333333333332,16.045555555555552,5.18,1.49,"  K5III"
1685,,,77.74166666666666,-2.2538888888888886,6.25,0.98,"  K1-IVa"
1686,,,80.63958333333332,79.2311111111111,5.05,0.47,"  F6V"
1687,,,77.82999999999998,-2.4908333333333332,5.9,0.46,"  F5V"
1688,,,78.79708333333332,59.405555555555544,6.15,1.18,"  K2III-IV"
1689," 11Mu  Aur",,78.35708333333332,38.48444444444444,4.86,0.18,"  A4Vm"
1690,,V1085 Ori,77.92249999999999,0.5147222222222222,6.67,-0.07,"  B9Vn"
1691,,,77.93874999999998,1.0369444444444442,5.89,0.66,"  G5III"
1692,,,78.68458333333332,53.21388888888888,6.2,0.07,"  A0V"
1693,,RX Lep,77.84499999999998,-11.849166666666665,5.68,1.46,"  M6III"
1694,,,77.68541666666665,-25.909444444444443,6.41,1.25,"  K1III"
1695,,WZ Dor,76.89166666666665,-63.399722222222216,5.2,1.65,"  M3III"
1696,"  3Iot Lep",,78.07458333333332,-11.869166666666665,4.45,-0.1,"  B8V"
1697,,,78.20083333333332,-6.057222222222221,5.91,0.96,"  G7III"
1698," 17Rho Ori"," 1872",78.32291666666666,2.8611111111111107,4.46,1.19,"  K0.5III"
1699,,,77.89958333333333,-37.39527777777777,6.57,1.62,"  K5III"
1700,,,76.53875,-73.03777777777776,6.27,-0.01,"  A1V"
1701,,,78.38166666666666,1.9680555555555552,6.09,0.42,"  A5V"
1702,"  5Mu  Lep",Mu  Lep,78.23291666666665,-16.205555555555552,3.31,-0.11,"  B9IIIpHgMn"
1703,," 1874",78.44666666666666,0.5602777777777777,6.32,1.46,"  M0V"
1704,,,78.38874999999999,-8.147777777777776,6.37,-0.13,"  B5V"
1705,"  4Kap Lep",,78.30791666666666,-12.941388888888888,4.36,-0.1,"  B9V"
1706," 14    Aur",KW Aur,78.85166666666666,32.687777777777775,5.02,0.23,"  A9IVDel Del"
1707,,R Aur,79.32416666666666,53.5861111111111,6.5,1.66,"  M7IIIe"
1708," 13Alp Aur"," 1897",79.17249999999999,45.99805555555555,0.08,0.8,"  G5IIIe+G0III"
1709,," 1880",78.68374999999999,5.156111111111111,5.5,1.37," gK4"
1710,,,78.49958333333332,-14.606666666666666,6.21,0.37,"  F2III"
1711,108    Tau,,78.86541666666666,22.284722222222218,6.27,0.08,"  A2V"
1712,,AE Aur,79.07583333333332,34.31194444444444,5.96,0.22,"  O9.5V"
1713," 19Bet Ori"," 1882",78.63458333333332,-8.201666666666666,0.12,-0.03,"  B8Ia:"
1714,,,85.95291666666665,85.66805555555554,6.6,,"  A2V"
1715,," 1877",78.44375,-35.82555555555555,6.98,1.47,"  K4III"
1716,"   Xi  Men",,74.71208333333333,-82.47055555555555,5.85,0.93,"  G8-K0III"
1717,,,78.82666666666665,-1.4091666666666665,6.15,0.39,"  F0IV"
1718," 18    Ori",,79.01708333333332,11.341388888888888,5.56,-0.04,"  A0V"
1719," 15    Cam",,79.86583333333333,58.11722222222222,6.13,-0.03,"  B5V"
1720,,,80.09416666666665,62.653611111111104,5.61,1.75,"  K4I:"
1721,,,78.61999999999999,-35.97722222222222,5.76,1.01,"  G8III"
1722,,PU Aur,79.56625,42.792222222222215,5.48,1.65,"  M4III"
1723,,,78.85125,-26.94333333333333,5.07,-0.1,"  B9V"
1724,,,79.17124999999999,1.947222222222222,6.42,-0.02,"  A0V"
1725,,,79.66833333333332,40.464999999999996,6.18,1.37,"  K0"
1726," 16    Aur"," 1909",79.54458333333332,33.37166666666666,4.54,1.27,"  K2.5IIIbFe-1"
1727,,,78.47208333333332,-52.0311111111111,6.05,1.39,"  K3III"
1728," 17    Aur",AR Aur,79.57874999999999,33.767222222222216,6.14,-0.06,"  B9.5V"
1729," 15Lam Aur",,79.78541666666666,40.09916666666666,4.71,0.63,"  G1.5IV-VFe-1"
1730,,,78.94583333333333,-34.92666666666666,6.66,0.15,"  A2III-IV"
1731,,,79.20041666666665,-17.141666666666666,6.56,-0.16,"  B3IV"
1732,,IQ Aur,79.74999999999999,33.74833333333333,5.41,-0.19,"  A0pSi"
1733,,,80.00958333333332,44.42555555555555,6.62,,"  K0"
1734," 18    Aur",,79.84833333333333,33.98555555555555,6.49,0.24,"  A7V"
1735," 20Tau Ori",,79.40166666666666,-6.844444444444443,3.6,-0.11,"  B5III"
1736,,,80.16375,46.96388888888888,6.54,0.6,"  GIII+A2V"
1737,," 1913",79.41749999999999,-13.51972222222222,5.5,0.93,sgG9
1738,,,80.06166666666665,41.08611111111111,5.52,0.11,"  A3V"
1739,109    Tau,,79.81916666666666,22.096388888888885,4.94,0.93,"  G8III"
1740," 19    Aur"," 1925",80.00375,33.95805555555555,5.03,0.27,"  A5II"
1741,,,79.81124999999999,20.13472222222222,6.08,1.01,"  G8II-III+G1IV-V"
1742,,,78.91208333333333,-52.18194444444444,6.49,1.21,"  K2III"
1743,"   Omi Col",,79.37124999999999,-34.89527777777777,4.83,1.0,"  K0IV"
1744,"   The Dor",,78.43916666666665,-67.18527777777777,4.83,1.28,"  K2.5IIIa"
1745,,,82.35708333333332,77.97749999999999,6.56,0.14,"  A7III"
1746," 21    Ori"," 1922",79.79666666666665,2.595833333333333,5.34,0.41,"  F5II"
1747,,,79.71,-18.13,5.96,0.58,"  G0V"
1748,,,79.89666666666666,-1.412222222222222,6.34,-0.11,"  B1.5Vn"
1749," 20Rho Aur",,80.45166666666665,41.80444444444444,5.23,-0.15,"  B3V"
1750,,,80.24708333333332,27.957222222222217,6.33,0.04,"  B9IV"
1751," 16    Cam",,80.86583333333333,57.54444444444444,5.28,-0.03,"  A0Vn"
1752,,,80.30291666666666,29.569999999999997,5.76,0.06,"  A1V s"
1753,,,79.82291666666666,-18.519999999999996,6.36,-0.16,"  B3V"
1754,,TX Lep,79.82624999999999,-18.50972222222222,6.54,-0.11,"  B8/9III/IV"
1755,,,80.23583333333332,19.814166666666665,6.18,1.23,"  K0III"
1756,"  6Lam Lep",,79.89374999999998,-13.176666666666664,4.29,-0.26,"  B0.5IV"
1757,"  7Nu  Lep",,79.99624999999999,-12.315555555555553,5.3,-0.12,"  B7IVnn"
1758,,,79.84875,-27.368888888888886,5.99,-0.04,"  A0V"
1759,,,80.10999999999999,-5.366666666666666,6.39,-0.03,"  B8III"
1760,,,80.70958333333333,41.02944444444444,5.54,0.12,"  A3V"
1761,,,80.33041666666665,4.011944444444444,6.57,-0.09,"  B5Vp"
1762,," 1940",80.11208333333332,-21.23944444444444,4.71,-0.05,"  A0V"
1763,,,80.43166666666666,8.42861111111111,5.8,-0.13,"  B1V"
1764,,,80.3825,-0.4163888888888888,5.68,-0.12,"  B3V"
1765," 22    Ori",,80.44041666666665,-0.38249999999999995,4.73,-0.17,"  B2IV-V"
1766,,,80.08583333333333,-34.69888888888888,6.34,0.33,"  F2IV-V"
1767,"   Zet Pic",,79.84208333333332,-50.606111111111105,5.45,0.51,"  F7III-IV"
1768," 22    Aur",,80.84541666666665,28.936666666666664,6.46,-0.04,"  B9V s"
1769,,,80.46249999999999,-13.756111111111109,6.56,-0.09,"  B8V"
1770," 23    Ori",,80.70833333333333,3.544444444444444,5.0,-0.15,"  B1V"
1771,,,80.4425,-24.77305555555555,5.06,0.67,"  G7II-III+A7IV-V"
1772,,Var?,80.32041666666666,-34.345277777777774,6.09,-0.19,"  B5IVnpe"
1773," 21Sig Aur",,81.16333333333333,37.38555555555555,4.99,1.42,"  K4III"
1774,110    Tau,,80.90708333333332,16.699444444444442,6.08,0.14,"  A2IV"
1775,,,81.15958333333332,31.223888888888887,6.28,1.24,"  K1III"
1776,,,81.16041666666666,31.143055555555552,5.94,0.04,"  B9III"
1777,,,80.87958333333333,5.322499999999999,6.35,0.12,"  A2V"
1778,,,80.82708333333332,-8.415833333333332,5.9,-0.03,"  B8III"
1779,,,81.30416666666666,34.85527777777777,6.55,1.11,"  K1pIII-IV+F6V"
1780,111    Tau,,81.10583333333332,17.383333333333333,4.99,0.53,"  F8V"
1781,,,80.92625,-0.1597222222222222,5.7,-0.21,"  B1.5V"
1782,,,80.96416666666666,-0.8672222222222221,6.11,0.5,"  F7V"
1783,"  8    Lep",,80.87583333333332,-13.92722222222222,5.25,-0.21,"  B2IV"
1784," 29    Ori",,80.98666666666665,-7.808055555555555,4.14,0.96,"  G8IIIFe-0.5"
1785,,,80.79999999999998,-26.70583333333333,6.49,0.5,"  F6V"
1786,,,81.15083333333332,2.3527777777777774,6.32,-0.15,"  B4IVn"
1787," 27    Ori",,81.12041666666666,-0.8913888888888888,5.08,0.96,"  G9III-IVFe-1"
1788," 28Eta Ori",Eta Ori,81.11916666666666,-2.3969444444444443,3.36,-0.17,"  B1V+B2e"
1789," 25Psi1Ori",V1086 Ori,81.18666666666665,1.8463888888888886,4.95,-0.2,"  B1Vpe"
1790," 24Gam Ori"," 1972",81.28291666666665,6.349722222222222,1.64,-0.22,"  B2III"
1791,112Bet Tau,,81.57291666666666,28.607499999999995,1.65,-0.13,"  B7III"
1792,,,81.11833333333333,-16.97611111111111,5.65,0.0,"  A1V"
1793,,SW Col,80.85,-39.6786111111111,5.71,1.62,"  M1III"
1794,,,81.72625,35.45722222222222,6.15,1.45,"  K2"
1795,,,81.70374999999999,34.391666666666666,5.94,0.14,"  A0III"
1796,,,81.71374999999999,33.26277777777777,6.15,1.15,"  K0"
1797,,,80.9125,-37.33666666666666,6.82,1.04,"  K1III"
1798,113    Tau,,81.52374999999999,16.700277777777774,6.25,-0.08,"  B2Vn"
1799,,,81.25666666666666,-10.329166666666666,5.61,1.56,"  K5III"
1800,,,81.38,-0.5441666666666666,6.57,-0.05,"  B9pHgSi"
1801,"   Kap Pic",,80.59208333333332,-56.13444444444444,6.11,-0.1,"  B8-9V"
1802," 17    Cam"," 2003",82.54249999999999,63.06722222222221,5.42,1.71,"  M1IIIa"
1803,," 1975",81.44583333333333,0.5208333333333333,6.16,-0.18,"  B2.5V"
1804,,,81.78458333333332,30.208611111111107,5.74,0.16,"  B9Ib"
1805," 24Phi Aur",,81.91208333333333,34.47583333333333,5.07,1.4,"  K3IIICN+2"
1806,,,81.50999999999999,-5.518333333333333,6.23,-0.06,"  B9.5Vn"
1807,,,81.66166666666666,6.869166666666666,6.42,-0.02,"  A0Vn"
1808,115    Tau,,81.79208333333332,17.96222222222222,5.42,-0.1,"  B5V"
1809,,,81.80749999999999,15.257777777777775,6.16,0.08,"  A1IV"
1810,114    Tau,,81.90874999999998,21.936944444444443,4.88,-0.15,"  B2.5IV"
1811," 30Psi2Ori",Psi Ori,81.70916666666666,3.095555555555555,4.59,-0.21,"  B2IV"
1812,,,81.49916666666665,-19.695555555555554,5.89,0.4,"  F2V"
1813,,,81.23166666666665,-44.22583333333333,6.08,1.2,"  K1III"
1814,116    Tau,,81.93999999999998,15.874166666666664,5.5,0.01,"  B9.5Vn"
1815,,,78.10708333333332,-81.54166666666666,6.51,1.11,"  K1III"
1816,117    Tau,,82.00666666666666,17.238888888888887,5.77,1.63,"  M1III"
1817,,,81.77,-11.900833333333331,6.35,0.51," dF7"
1818,"   The Pic",,81.1925,-52.31638888888888,6.27,0.07,"  A0V"
1819,,,82.145,13.678888888888887,6.35,0.15,"  A4V"
1820,,,82.00666666666666,1.2983333333333331,6.41,-0.18,"  B2V"
1821,118    Tau," 2009",82.31875,25.150555555555552,5.47,-0.04,"  B8.5V"
1822,,,82.41916666666665,29.186388888888885,6.24,0.45,"  F6III"
1823,,,81.90208333333332,-21.375555555555554,6.07,1.04," gG7"
1824,,,82.70249999999999,41.46194444444444,6.0,1.11,"  K0IIIp"
1825,,,82.68791666666665,39.82583333333333,6.37,0.97,"  G9III"
1826,,,82.23624999999998,-3.3074999999999997,6.39,-0.01,"  A0Vn"
1827,,,81.77208333333333,-40.9436111111111,5.87,0.23,"  A7m"
1828," 18    Cam"," 2058",83.14083333333332,57.22111111111111,6.48,0.57,"  F8V"
1829,"  9Bet Lep"," 2008",82.06124999999999,-20.75944444444444,2.84,0.82,"  G5II"
1830,," 2022",82.34833333333333,-3.4463888888888885,5.79,1.15,"  K1-III"
1831,,,82.68083333333333,22.4625,6.29,1.18,"  K0"
1832,,,82.60874999999999,15.360277777777776,5.94,0.14,"  A3Vn"
1833,,,82.47833333333332,1.7891666666666663,5.78,-0.2,"  B2V"
1834," 31    Ori",CI Ori,82.43333333333332,-1.092222222222222,4.71,1.57,"  K5III"
1835,,,82.06374999999998,-37.230555555555554,5.57,0.02,"  A1V"
1836,"   Lam Dor",,81.58041666666665,-58.912499999999994,5.14,1.0,"  G6III"
1837,,CK Ori,82.5825,4.204166666666666,6.21,1.27,"  K2IIIe"
1838,,,82.27791666666666,-30.116666666666664,6.75,1.06,"  G8/K0III"
1839," 32    Ori",,82.69624999999999,5.9480555555555545,4.2,-0.14,"  B5V"
1840,,,82.58624999999999,-7.434722222222221,6.33,-0.19,"  B2IV-V"
1841," NOVA 1891",T Aur,,,,,
1842," 33    Ori",,82.81041666666665,3.2922222222222217,5.46,-0.18,"  B1IV+B1.5V"
1843," 25Chi Aur",,83.18208333333332,32.19194444444444,4.76,0.34,"  B5Iab"
1844,," 2337",84.93208333333332,75.04388888888887,6.17,1.57,"  M0III"
1845,119    Tau,CE Tau,83.05333333333333,18.59444444444444,4.38,2.07,"  M2Iab-Ib"
1846,,,83.36958333333332,42.108888888888885,6.55,-0.02,"  B9IIIp:Hg:"
1847,,,83.05916666666666,17.058055555555555,5.46,-0.04,"  B7IIIe"
1848,,,82.83708333333333,-6.708333333333332,6.22,-0.17,"  B2V"
1849," 10    Lep",,82.78166666666665,-20.86361111111111,5.55,0.0,"  A0V"
1850,,,83.36458333333333,32.801111111111105,6.48,0.09,"  A2m"
1851," 34Del Ori",,83.00208333333332,-0.2844444444444444,6.85,-0.16,"  B2V"
1852," 34Del Ori",Del Ori,83.00166666666665,-0.29916666666666664,2.23,-0.22,"  O9.5II"
